[2026-08-11T11:27:33.027Z] COMPANY: "Aegis Logistics Ltd" | QUERIES: ["Aegis Logistics Ltd" official website] | CANDIDATES: [https://aegislogistics.com] | SELECTED: "https://aegislogistics.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:34:42.138Z] COMPANY: "Bharat Electronics Ltd" | QUERIES: ["Bharat Electronics Ltd" official website] | CANDIDATES: [https://beil.co.in] | SELECTED: "https://beil.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:34:43.720Z] COMPANY: "Bhansali Engineering Polymers Ltd" | QUERIES: ["Bhansali Engineering Polymers Ltd" official website] | CANDIDATES: [https://bhansaliabs.com] | SELECTED: "https://bhansaliabs.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:35:11.837Z] COMPANY: "Birla Cable Ltd" | QUERIES: ["Birla Cable Ltd" official website] | CANDIDATES: [https://birlacable.com] | SELECTED: "https://birlacable.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:35:26.547Z] COMPANY: "Blue Star Ltd" | QUERIES: ["Blue Star Ltd" official website] | CANDIDATES: [https://bluestarindia.com] | SELECTED: "https://bluestarindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:35:46.698Z] COMPANY: "Disa India Ltd" | QUERIES: ["Disa India Ltd" official website] | CANDIDATES: [https://disa-india.com] | SELECTED: "https://disa-india.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:35:48.752Z] COMPANY: "BPL Ltd" | QUERIES: ["BPL Ltd" official website] | CANDIDATES: [https://bpl.org] | SELECTED: "https://bpl.org" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:36:03.432Z] COMPANY: "Oriental Aromatics Ltd" | QUERIES: ["Oriental Aromatics Ltd" official website] | CANDIDATES: [https://orientalaromatics.com] | SELECTED: "https://orientalaromatics.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:36:15.657Z] COMPANY: "Century Extrusions Ltd" | QUERIES: ["Century Extrusions Ltd" official website] | CANDIDATES: [https://centuryextrusions.com] | SELECTED: "https://centuryextrusions.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:36:35.622Z] COMPANY: "CESC Ltd" | QUERIES: ["CESC Ltd" official website] | CANDIDATES: [https://cesc.co.in] | SELECTED: "https://cesc.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:36:43.342Z] COMPANY: "Chambal Fertilisers & Chemicals Ltd" | QUERIES: ["Chambal Fertilisers & Chemicals Ltd" official website] | CANDIDATES: [https://chambalfertilisers.com] | SELECTED: "https://chambalfertilisers.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:37:05.111Z] COMPANY: "Exide Industries Ltd" | QUERIES: ["Exide Industries Ltd" official website] | CANDIDATES: [https://exideindustries.com] | SELECTED: "https://exideindustries.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:37:14.597Z] COMPANY: "Cipla Ltd" | QUERIES: ["Cipla Ltd" official website] | CANDIDATES: [https://cipla.com] | SELECTED: "https://cipla.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:37:33.841Z] COMPANY: "DIC India Ltd" | QUERIES: ["DIC India Ltd" official website] | CANDIDATES: [https://dicindialtd.co] | SELECTED: "https://dicindialtd.co" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:37:35.275Z] COMPANY: "Crisil Ltd" | QUERIES: ["Crisil Ltd" official website] | CANDIDATES: [https://crisil.com] | SELECTED: "https://crisil.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:37:51.980Z] COMPANY: "CG Power and Industrial Solutions Ltd" | QUERIES: ["CG Power and Industrial Solutions Ltd" official website] | CANDIDATES: [https://cgglobal.com] | SELECTED: "https://cgglobal.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:38:07.527Z] COMPANY: "Dabur India Ltd" | QUERIES: ["Dabur India Ltd" official website] | CANDIDATES: [https://dabur.com] | SELECTED: "https://dabur.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:38:10.712Z] COMPANY: "Arvind Ltd" | QUERIES: ["Arvind Ltd" official website] | CANDIDATES: [https://arvind.com] | SELECTED: "https://arvind.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:38:28.145Z] COMPANY: "Bharat Heavy Electricals Ltd" | QUERIES: ["Bharat Heavy Electricals Ltd" official website] | CANDIDATES: [https://bhel.com] | SELECTED: "https://bhel.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:39:11.085Z] COMPANY: "Hindustan Petroleum Corporation Ltd" | QUERIES: ["Hindustan Petroleum Corporation Ltd" official website] | CANDIDATES: [https://hindustanpetroleum.com] | SELECTED: "https://hindustanpetroleum.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:39:12.149Z] COMPANY: "IFCI Ltd" | QUERIES: ["IFCI Ltd" official website] | CANDIDATES: [https://ifciltd.com] | SELECTED: "https://ifciltd.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:39:16.805Z] COMPANY: "Mangalore Refinery and Petrochemicals Ltd" | QUERIES: ["Mangalore Refinery and Petrochemicals Ltd" official website] | CANDIDATES: [https://mrpl.co.in] | SELECTED: "https://mrpl.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:39:19.452Z] COMPANY: "State Bank of India" | QUERIES: ["State Bank of India" official website] | CANDIDATES: [https://onlinesbi.sbi] | SELECTED: "https://onlinesbi.sbi" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:39:31.352Z] COMPANY: "Steel Authority of India Ltd" | QUERIES: ["Steel Authority of India Ltd" official website] | CANDIDATES: [https://sail.co.in] | SELECTED: "https://sail.co.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:40:08.388Z] COMPANY: "Titan Company Ltd" | QUERIES: ["Titan Company Ltd" official website] | CANDIDATES: [https://titancompany.in] | SELECTED: "https://titancompany.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:40:10.913Z] COMPANY: "IDBI Bank Ltd" | QUERIES: ["IDBI Bank Ltd" official website] | CANDIDATES: [https://idbibank.in] | SELECTED: "https://idbibank.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:40:12.629Z] COMPANY: "DCW Ltd" | QUERIES: ["DCW Ltd" official website] | CANDIDATES: [https://dcwltd.com] | SELECTED: "https://dcwltd.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:40:16.057Z] COMPANY: "Dhampur Sugar Mills Ltd" | QUERIES: ["Dhampur Sugar Mills Ltd" official website] | CANDIDATES: [https://dhampursugar.com] | SELECTED: "https://dhampursugar.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:40:28.124Z] COMPANY: "Dr Reddys Laboratories Ltd" | QUERIES: ["Dr Reddys Laboratories Ltd" official website] | CANDIDATES: [https://drreddys.com] | SELECTED: "https://drreddys.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:40:47.058Z] COMPANY: "EID Parry India Ltd" | QUERIES: ["EID Parry India Ltd" official website] | CANDIDATES: [https://eidparry.com] | SELECTED: "https://eidparry.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:41:02.236Z] COMPANY: "Procter & Gamble Health Ltd" | QUERIES: ["Procter & Gamble Health Ltd" official website] | CANDIDATES: [https://pg.com] | SELECTED: "https://pg.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:41:22.733Z] COMPANY: "EPL Ltd" | QUERIES: ["EPL Ltd" official website] | CANDIDATES: [https://eplglobal.com] | SELECTED: "https://eplglobal.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:41:34.828Z] COMPANY: "Ester Industries Ltd" | QUERIES: ["Ester Industries Ltd" official website] | CANDIDATES: [https://ester.co] | SELECTED: "https://ester.co" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:43:54.989Z] COMPANY: "FGP Ltd" | QUERIES: ["FGP Ltd" official website] | CANDIDATES: [https://fgpltd.co.uk] | SELECTED: "https://fgpltd.co.uk" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:43:59.803Z] COMPANY: "PH Capital Ltd" | QUERIES: ["PH Capital Ltd" official website] | CANDIDATES: [https://phoenix.edu] | SELECTED: "https://phoenix.edu" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:44:04.111Z] COMPANY: "John Cockerill India Ltd" | QUERIES: ["John Cockerill India Ltd" official website] | CANDIDATES: [https://johncockerillindia.com] | SELECTED: "https://johncockerillindia.com" | CONFIDENCE: HIGH | TIME: 1ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:44:23.251Z] COMPANY: "Uflex Ltd" | QUERIES: ["Uflex Ltd" official website] | CANDIDATES: [https://uflexltd.com] | SELECTED: "https://uflexltd.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:44:37.518Z] COMPANY: "Foseco India Ltd" | QUERIES: ["Foseco India Ltd" official website] | CANDIDATES: [https://fosecoindia.com] | SELECTED: "https://fosecoindia.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:44:47.614Z] COMPANY: "Golden Tobacco Ltd" | QUERIES: ["Golden Tobacco Ltd" official website] | CANDIDATES: [https://goldentobacco.in] | SELECTED: "https://goldentobacco.in" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:44:59.201Z] COMPANY: "Ganesh Benzoplast Ltd" | QUERIES: ["Ganesh Benzoplast Ltd" official website] | CANDIDATES: [https://ganeshbenzoplast.com] | SELECTED: "https://ganeshbenzoplast.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:45:13.001Z] COMPANY: "Metroglobal Ltd" | QUERIES: ["Metroglobal Ltd" official website] | CANDIDATES: [https://metrogloballimited.com] | SELECTED: "https://metrogloballimited.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:47:38.304Z] COMPANY: "GTL Ltd" | QUERIES: ["GTL Ltd" official website] | CANDIDATES: [https://gtlaw.com] | SELECTED: "https://gtlaw.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:47:39.607Z] COMPANY: "Godrej Industries Ltd" | QUERIES: ["Godrej Industries Ltd" official website] | CANDIDATES: [https://godrej.com] | SELECTED: "https://godrej.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
[2026-08-11T11:47:40.791Z] COMPANY: "Kansai Nerolac Paints Ltd" | QUERIES: ["Kansai Nerolac Paints Ltd" official website] | CANDIDATES: [https://nerolacbd.com] | SELECTED: "https://nerolacbd.com" | CONFIDENCE: HIGH | TIME: 0ms | REASON: Resolved via readymade-fallback
